row_key,source_type,quiz_id,source_file,question_id,field_origin,choice_id,surface,reading,part_of_speech,definitions,has_kanji,needs_override,review_status,review_notes,override_text
quiz|clause_untangler.json|cu_002|choice_label|b|パソコン,quiz,clauseUntangler,clause_untangler.json,cu_002,choice_label,b,パソコン,,,,0,0,,,
quiz|clause_untangler.json|cu_002|choice_label|c|新しさ,quiz,clauseUntangler,clause_untangler.json,cu_002,choice_label,c,新しさ,,,,1,1,,,
quiz|clause_untangler.json|cu_002|choice_label|a|田中さん,quiz,clauseUntangler,clause_untangler.json,cu_002,choice_label,a,田中さん,,,,1,1,,,
quiz|clause_untangler.json|cu_002|choice_label|d|部屋,quiz,clauseUntangler,clause_untangler.json,cu_002,choice_label,d,部屋,へや,noun,room,1,0,,,
quiz|clause_untangler.json|cu_002|explanation||はヘッド名詞ではない,quiz,clauseUntangler,clause_untangler.json,cu_002,explanation,,はヘッド名詞ではない,,,,1,1,,,
quiz|clause_untangler.json|cu_002|explanation||パソコン,quiz,clauseUntangler,clause_untangler.json,cu_002,explanation,,パソコン,,,,0,0,,,
quiz|clause_untangler.json|cu_002|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_002,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_002|explanation||田中さん,quiz,clauseUntangler,clause_untangler.json,cu_002,explanation,,田中さん,,,,1,1,,,
quiz|clause_untangler.json|cu_002|explanation||節の主語,quiz,clauseUntangler,clause_untangler.json,cu_002,explanation,,節の主語,,,,1,1,,,
quiz|clause_untangler.json|cu_002|japanese||田中さんが使っているパソコンは新しいです,quiz,clauseUntangler,clause_untangler.json,cu_002,japanese,,田中さんが使っているパソコンは新しいです,,,,1,1,,,
quiz|clause_untangler.json|cu_002|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_002,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_002|prompt||田中さんが使っている,quiz,clauseUntangler,clause_untangler.json,cu_002,prompt,,田中さんが使っている,,,,1,1,,,
quiz|clause_untangler.json|cu_002|vocabulary_0||田中さんが使っているパソコンは新しいです,quiz,clauseUntangler,clause_untangler.json,cu_002,vocabulary_0,,田中さんが使っているパソコンは新しいです,,,,1,1,,,
quiz|clause_untangler.json|cu_003|choice_label|c|カフェ,quiz,clauseUntangler,clause_untangler.json,cu_003,choice_label,c,カフェ,,,,0,0,,,
quiz|clause_untangler.json|cu_003|choice_label|d|会い,quiz,clauseUntangler,clause_untangler.json,cu_003,choice_label,d,会い,,,,1,1,,,
quiz|clause_untangler.json|cu_003|choice_label|b|近く,quiz,clauseUntangler,clause_untangler.json,cu_003,choice_label,b,近く,,,,1,1,,,
quiz|clause_untangler.json|cu_003|choice_label|a|駅,quiz,clauseUntangler,clause_untangler.json,cu_003,choice_label,a,駅,えき,noun,station,1,0,,,
quiz|clause_untangler.json|cu_003|explanation||は節の内部の場所表現で,quiz,clauseUntangler,clause_untangler.json,cu_003,explanation,,は節の内部の場所表現で,,,,1,1,,,
quiz|clause_untangler.json|cu_003|explanation||カフェ,quiz,clauseUntangler,clause_untangler.json,cu_003,explanation,,カフェ,,,,0,0,,,
quiz|clause_untangler.json|cu_003|explanation||ヘッドではない,quiz,clauseUntangler,clause_untangler.json,cu_003,explanation,,ヘッドではない,,,,0,0,,,
quiz|clause_untangler.json|cu_003|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_003,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_003|explanation||駅の近く,quiz,clauseUntangler,clause_untangler.json,cu_003,explanation,,駅の近く,,,,1,1,,,
quiz|clause_untangler.json|cu_003|japanese||駅の近くにあるカフェで会いましょう,quiz,clauseUntangler,clause_untangler.json,cu_003,japanese,,駅の近くにあるカフェで会いましょう,,,,1,1,,,
quiz|clause_untangler.json|cu_003|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_003,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_003|prompt||駅の近くにある,quiz,clauseUntangler,clause_untangler.json,cu_003,prompt,,駅の近くにある,,,,1,1,,,
quiz|clause_untangler.json|cu_003|vocabulary_0||駅の近くにあるカフェで会いましょう,quiz,clauseUntangler,clause_untangler.json,cu_003,vocabulary_0,,駅の近くにあるカフェで会いましょう,,,,1,1,,,
quiz|clause_untangler.json|cu_004|choice_label|d|お弁当,quiz,clauseUntangler,clause_untangler.json,cu_004,choice_label,d,お弁当,,,,1,1,,,
quiz|clause_untangler.json|cu_004|choice_label|b|持ち物,quiz,clauseUntangler,clause_untangler.json,cu_004,choice_label,b,持ち物,,,,1,1,,,
quiz|clause_untangler.json|cu_004|choice_label|c|朝,quiz,clauseUntangler,clause_untangler.json,cu_004,choice_label,c,朝,,,,1,1,,,
quiz|clause_untangler.json|cu_004|choice_label|a|母,quiz,clauseUntangler,clause_untangler.json,cu_004,choice_label,a,母,はは,noun,mother,1,0,,,
quiz|clause_untangler.json|cu_004|explanation||お弁当,quiz,clauseUntangler,clause_untangler.json,cu_004,explanation,,お弁当,,,,1,1,,,
quiz|clause_untangler.json|cu_004|explanation||この連体節のヘッドではない,quiz,clauseUntangler,clause_untangler.json,cu_004,explanation,,この連体節のヘッドではない,,,,1,1,,,
quiz|clause_untangler.json|cu_004|explanation||は述語で,quiz,clauseUntangler,clause_untangler.json,cu_004,explanation,,は述語で,,,,1,1,,,
quiz|clause_untangler.json|cu_004|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_004,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_004|explanation||持ってきました,quiz,clauseUntangler,clause_untangler.json,cu_004,explanation,,持ってきました,,,,1,1,,,
quiz|clause_untangler.json|cu_004|japanese||母が作ったお弁当を持ってきました,quiz,clauseUntangler,clause_untangler.json,cu_004,japanese,,母が作ったお弁当を持ってきました,,,,1,1,,,
quiz|clause_untangler.json|cu_004|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_004,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_004|prompt||母が作った,quiz,clauseUntangler,clause_untangler.json,cu_004,prompt,,母が作った,,,,1,1,,,
quiz|clause_untangler.json|cu_004|vocabulary_0||母が作ったお弁当を持ってきました,quiz,clauseUntangler,clause_untangler.json,cu_004,vocabulary_0,,母が作ったお弁当を持ってきました,,,,1,1,,,
quiz|clause_untangler.json|cu_005|choice_label|a|レポート,quiz,clauseUntangler,clause_untangler.json,cu_005,choice_label,a,レポート,,,,0,0,,,
quiz|clause_untangler.json|cu_005|choice_label|d|来週,quiz,clauseUntangler,clause_untangler.json,cu_005,choice_label,d,来週,,,,1,1,,,
quiz|clause_untangler.json|cu_005|choice_label|b|締め切り,quiz,clauseUntangler,clause_untangler.json,cu_005,choice_label,b,締め切り,,,,1,1,,,
quiz|clause_untangler.json|cu_005|choice_label|c|金曜日,quiz,clauseUntangler,clause_untangler.json,cu_005,choice_label,c,金曜日,,,,1,1,,,
quiz|clause_untangler.json|cu_005|explanation||この節が直接かかるのは,quiz,clauseUntangler,clause_untangler.json,cu_005,explanation,,この節が直接かかるのは,,,,1,1,,,
quiz|clause_untangler.json|cu_005|explanation||の締め切り,quiz,clauseUntangler,clause_untangler.json,cu_005,explanation,,の締め切り,,,,1,1,,,
quiz|clause_untangler.json|cu_005|explanation||は別の名詞句の一部で,quiz,clauseUntangler,clause_untangler.json,cu_005,explanation,,は別の名詞句の一部で,,,,1,1,,,
quiz|clause_untangler.json|cu_005|explanation||レポート,quiz,clauseUntangler,clause_untangler.json,cu_005,explanation,,レポート,,,,0,0,,,
quiz|clause_untangler.json|cu_005|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_005,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_005|japanese||来週出るレポートの締め切りは金曜日です,quiz,clauseUntangler,clause_untangler.json,cu_005,japanese,,来週出るレポートの締め切りは金曜日です,,,,1,1,,,
quiz|clause_untangler.json|cu_005|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_005,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_005|prompt||来週出る,quiz,clauseUntangler,clause_untangler.json,cu_005,prompt,,来週出る,,,,1,1,,,
quiz|clause_untangler.json|cu_005|vocabulary_0||来週出るレポートの締め切りは金曜日です,quiz,clauseUntangler,clause_untangler.json,cu_005,vocabulary_0,,来週出るレポートの締め切りは金曜日です,,,,1,1,,,
quiz|clause_untangler.json|cu_006|choice_label|b|ところ,quiz,clauseUntangler,clause_untangler.json,cu_006,choice_label,b,ところ,,,,0,0,,,
quiz|clause_untangler.json|cu_006|choice_label|a|角,quiz,clauseUntangler,clause_untangler.json,cu_006,choice_label,a,角,,,,1,1,,,
quiz|clause_untangler.json|cu_006|choice_label|d|道,quiz,clauseUntangler,clause_untangler.json,cu_006,choice_label,d,道,みち,noun,road; way,1,0,,,
quiz|clause_untangler.json|cu_006|choice_label|c|郵便局,quiz,clauseUntangler,clause_untangler.json,cu_006,choice_label,c,郵便局,,,,1,1,,,
quiz|clause_untangler.json|cu_006|explanation||この連体節のヘッドではない,quiz,clauseUntangler,clause_untangler.json,cu_006,explanation,,この連体節のヘッドではない,,,,1,1,,,
quiz|clause_untangler.json|cu_006|explanation||ところ,quiz,clauseUntangler,clause_untangler.json,cu_006,explanation,,ところ,,,,0,0,,,
quiz|clause_untangler.json|cu_006|explanation||は存在の主題で,quiz,clauseUntangler,clause_untangler.json,cu_006,explanation,,は存在の主題で,,,,1,1,,,
quiz|clause_untangler.json|cu_006|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_006,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_006|explanation||郵便局,quiz,clauseUntangler,clause_untangler.json,cu_006,explanation,,郵便局,,,,1,1,,,
quiz|clause_untangler.json|cu_006|japanese||角を曲がったところに郵便局があります,quiz,clauseUntangler,clause_untangler.json,cu_006,japanese,,角を曲がったところに郵便局があります,,,,1,1,,,
quiz|clause_untangler.json|cu_006|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_006,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_006|prompt||角を曲がった,quiz,clauseUntangler,clause_untangler.json,cu_006,prompt,,角を曲がった,,,,1,1,,,
quiz|clause_untangler.json|cu_006|vocabulary_0||角を曲がったところに郵便局があります,quiz,clauseUntangler,clause_untangler.json,cu_006,vocabulary_0,,角を曲がったところに郵便局があります,,,,1,1,,,
quiz|clause_untangler.json|cu_007|choice_label|a|名前,quiz,clauseUntangler,clause_untangler.json,cu_007,choice_label,a,名前,なまえ,noun,name,1,0,,,
quiz|clause_untangler.json|cu_007|choice_label|d|図書館,quiz,clauseUntangler,clause_untangler.json,cu_007,choice_label,d,図書館,,,,1,1,,,
quiz|clause_untangler.json|cu_007|choice_label|b|忘れ,quiz,clauseUntangler,clause_untangler.json,cu_007,choice_label,b,忘れ,,,,1,1,,,
quiz|clause_untangler.json|cu_007|choice_label|c|本,quiz,clauseUntangler,clause_untangler.json,cu_007,choice_label,c,本,ほん,noun,book,1,0,,,
quiz|clause_untangler.json|cu_007|explanation||として後から続く成分,quiz,clauseUntangler,clause_untangler.json,cu_007,explanation,,として後から続く成分,,,,1,1,,,
quiz|clause_untangler.json|cu_007|explanation||は,quiz,clauseUntangler,clause_untangler.json,cu_007,explanation,,は,わ,particle,topic particle,0,0,,,
quiz|clause_untangler.json|cu_007|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_007,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_007|explanation||名前,quiz,clauseUntangler,clause_untangler.json,cu_007,explanation,,名前,なまえ,noun,name,1,0,,,
quiz|clause_untangler.json|cu_007|explanation||本,quiz,clauseUntangler,clause_untangler.json,cu_007,explanation,,本,ほん,noun,book,1,0,,,
quiz|clause_untangler.json|cu_007|explanation||本の名前,quiz,clauseUntangler,clause_untangler.json,cu_007,explanation,,本の名前,,,,1,1,,,
quiz|clause_untangler.json|cu_007|japanese||読んでいる本の名前を忘れました,quiz,clauseUntangler,clause_untangler.json,cu_007,japanese,,読んでいる本の名前を忘れました,,,,1,1,,,
quiz|clause_untangler.json|cu_007|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_007,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_007|prompt||読んでいる,quiz,clauseUntangler,clause_untangler.json,cu_007,prompt,,読んでいる,,,,1,1,,,
quiz|clause_untangler.json|cu_007|vocabulary_0||読んでいる本の名前を忘れました,quiz,clauseUntangler,clause_untangler.json,cu_007,vocabulary_0,,読んでいる本の名前を忘れました,,,,1,1,,,
quiz|clause_untangler.json|cu_008|choice_label|d|メール,quiz,clauseUntangler,clause_untangler.json,cu_008,choice_label,d,メール,めーる,noun,email,0,0,,,
quiz|clause_untangler.json|cu_008|choice_label|c|内容,quiz,clauseUntangler,clause_untangler.json,cu_008,choice_label,c,内容,,,,1,1,,,
quiz|clause_untangler.json|cu_008|choice_label|a|社長,quiz,clauseUntangler,clause_untangler.json,cu_008,choice_label,a,社長,しゃちょう,noun,company president,1,0,,,
quiz|clause_untangler.json|cu_008|choice_label|b|返信,quiz,clauseUntangler,clause_untangler.json,cu_008,choice_label,b,返信,,,,1,1,,,
quiz|clause_untangler.json|cu_008|explanation||は節内の主語,quiz,clauseUntangler,clause_untangler.json,cu_008,explanation,,は節内の主語,,,,1,1,,,
quiz|clause_untangler.json|cu_008|explanation||メール,quiz,clauseUntangler,clause_untangler.json,cu_008,explanation,,メール,めーる,noun,email,0,0,,,
quiz|clause_untangler.json|cu_008|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_008,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_008|explanation||社長,quiz,clauseUntangler,clause_untangler.json,cu_008,explanation,,社長,しゃちょう,noun,company president,1,0,,,
quiz|clause_untangler.json|cu_008|japanese||社長が書いたメールをもう一度読みました,quiz,clauseUntangler,clause_untangler.json,cu_008,japanese,,社長が書いたメールをもう一度読みました,,,,1,1,,,
quiz|clause_untangler.json|cu_008|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_008,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_008|prompt||社長が書いた,quiz,clauseUntangler,clause_untangler.json,cu_008,prompt,,社長が書いた,,,,1,1,,,
quiz|clause_untangler.json|cu_008|vocabulary_0||社長が書いたメールをもう一度読みました,quiz,clauseUntangler,clause_untangler.json,cu_008,vocabulary_0,,社長が書いたメールをもう一度読みました,,,,1,1,,,
quiz|clause_untangler.json|cu_009|choice_label|a|サイズ,quiz,clauseUntangler,clause_untangler.json,cu_009,choice_label,a,サイズ,,,,0,0,,,
quiz|clause_untangler.json|cu_009|choice_label|d|少し,quiz,clauseUntangler,clause_untangler.json,cu_009,choice_label,d,少し,,,,1,1,,,
quiz|clause_untangler.json|cu_009|choice_label|b|店員,quiz,clauseUntangler,clause_untangler.json,cu_009,choice_label,b,店員,,,,1,1,,,
quiz|clause_untangler.json|cu_009|choice_label|c|服,quiz,clauseUntangler,clause_untangler.json,cu_009,choice_label,c,服,,,,1,1,,,
quiz|clause_untangler.json|cu_009|explanation||サイズ,quiz,clauseUntangler,clause_untangler.json,cu_009,explanation,,サイズ,,,,0,0,,,
quiz|clause_untangler.json|cu_009|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_009,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_009|explanation||形容詞の連体形は直後の名詞にかかる,quiz,clauseUntangler,clause_untangler.json,cu_009,explanation,,形容詞の連体形は直後の名詞にかかる,,,,1,1,,,
quiz|clause_untangler.json|cu_009|japanese||少し大きいサイズをください,quiz,clauseUntangler,clause_untangler.json,cu_009,japanese,,少し大きいサイズをください,,,,1,1,,,
quiz|clause_untangler.json|cu_009|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_009,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_009|prompt||少し大きい,quiz,clauseUntangler,clause_untangler.json,cu_009,prompt,,少し大きい,,,,1,1,,,
quiz|clause_untangler.json|cu_009|vocabulary_0||少し大きいサイズをください,quiz,clauseUntangler,clause_untangler.json,cu_009,vocabulary_0,,少し大きいサイズをください,,,,1,1,,,
quiz|clause_untangler.json|cu_010|choice_label|a|明日,quiz,clauseUntangler,clause_untangler.json,cu_010,choice_label,a,明日,あした,noun,tomorrow,1,0,,,
quiz|clause_untangler.json|cu_010|choice_label|b|荷物,quiz,clauseUntangler,clause_untangler.json,cu_010,choice_label,b,荷物,,,,1,1,,,
quiz|clause_untangler.json|cu_010|choice_label|c|追跡,quiz,clauseUntangler,clause_untangler.json,cu_010,choice_label,c,追跡,,,,1,1,,,
quiz|clause_untangler.json|cu_010|choice_label|d|配達員,quiz,clauseUntangler,clause_untangler.json,cu_010,choice_label,d,配達員,,,,1,1,,,
quiz|clause_untangler.json|cu_010|explanation||は節内の時間,quiz,clauseUntangler,clause_untangler.json,cu_010,explanation,,は節内の時間,,,,1,1,,,
quiz|clause_untangler.json|cu_010|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_010,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_010|explanation||明日,quiz,clauseUntangler,clause_untangler.json,cu_010,explanation,,明日,あした,noun,tomorrow,1,0,,,
quiz|clause_untangler.json|cu_010|explanation||荷物,quiz,clauseUntangler,clause_untangler.json,cu_010,explanation,,荷物,,,,1,1,,,
quiz|clause_untangler.json|cu_010|japanese||明日届く荷物を追跡しました,quiz,clauseUntangler,clause_untangler.json,cu_010,japanese,,明日届く荷物を追跡しました,,,,1,1,,,
quiz|clause_untangler.json|cu_010|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_010,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_010|prompt||明日届く,quiz,clauseUntangler,clause_untangler.json,cu_010,prompt,,明日届く,,,,1,1,,,
quiz|clause_untangler.json|cu_010|vocabulary_0||明日届く荷物を追跡しました,quiz,clauseUntangler,clause_untangler.json,cu_010,vocabulary_0,,明日届く荷物を追跡しました,,,,1,1,,,
quiz|clause_untangler.json|cu_011|choice_label|c|こと,quiz,clauseUntangler,clause_untangler.json,cu_011,choice_label,c,こと,,,,0,0,,,
quiz|clause_untangler.json|cu_011|choice_label|b|気持ち,quiz,clauseUntangler,clause_untangler.json,cu_011,choice_label,b,気持ち,,,,1,1,,,
quiz|clause_untangler.json|cu_011|choice_label|d|相手,quiz,clauseUntangler,clause_untangler.json,cu_011,choice_label,d,相手,,,,1,1,,,
quiz|clause_untangler.json|cu_011|choice_label|a|話,quiz,clauseUntangler,clause_untangler.json,cu_011,choice_label,a,話,,,,1,1,,,
quiz|clause_untangler.json|cu_011|explanation||こと,quiz,clauseUntangler,clause_untangler.json,cu_011,explanation,,こと,,,,0,0,,,
quiz|clause_untangler.json|cu_011|explanation||にまとめている,quiz,clauseUntangler,clause_untangler.json,cu_011,explanation,,にまとめている,,,,0,0,,,
quiz|clause_untangler.json|cu_011|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_011,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_011|explanation||内容を,quiz,clauseUntangler,clause_untangler.json,cu_011,explanation,,内容を,,,,1,1,,,
quiz|clause_untangler.json|cu_011|japanese||話したかったことがあります,quiz,clauseUntangler,clause_untangler.json,cu_011,japanese,,話したかったことがあります,,,,1,1,,,
quiz|clause_untangler.json|cu_011|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_011,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_011|prompt||話したかった,quiz,clauseUntangler,clause_untangler.json,cu_011,prompt,,話したかった,,,,1,1,,,
quiz|clause_untangler.json|cu_011|vocabulary_0||話したかったことがあります,quiz,clauseUntangler,clause_untangler.json,cu_011,vocabulary_0,,話したかったことがあります,,,,1,1,,,
quiz|clause_untangler.json|cu_012|choice_label|b|会社,quiz,clauseUntangler,clause_untangler.json,cu_012,choice_label,b,会社,かいしゃ,noun,company,1,0,,,
quiz|clause_untangler.json|cu_012|choice_label|d|会議室,quiz,clauseUntangler,clause_untangler.json,cu_012,choice_label,d,会議室,,,,1,1,,,
quiz|clause_untangler.json|cu_012|choice_label|c|狭さ,quiz,clauseUntangler,clause_untangler.json,cu_012,choice_label,c,狭さ,,,,1,1,,,
quiz|clause_untangler.json|cu_012|choice_label|a|社員,quiz,clauseUntangler,clause_untangler.json,cu_012,choice_label,a,社員,しゃいん,noun,company employee,1,0,,,
quiz|clause_untangler.json|cu_012|explanation||会議室,quiz,clauseUntangler,clause_untangler.json,cu_012,explanation,,会議室,,,,1,1,,,
quiz|clause_untangler.json|cu_012|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_012,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_012|japanese||社員が使う会議室は狭いです,quiz,clauseUntangler,clause_untangler.json,cu_012,japanese,,社員が使う会議室は狭いです,,,,1,1,,,
quiz|clause_untangler.json|cu_012|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_012,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_012|prompt||社員が使う,quiz,clauseUntangler,clause_untangler.json,cu_012,prompt,,社員が使う,,,,1,1,,,
quiz|clause_untangler.json|cu_012|vocabulary_0||社員が使う会議室は狭いです,quiz,clauseUntangler,clause_untangler.json,cu_012,vocabulary_0,,社員が使う会議室は狭いです,,,,1,1,,,
quiz|clause_untangler.json|cu_013|choice_label|a|メモ,quiz,clauseUntangler,clause_untangler.json,cu_013,choice_label,a,メモ,,,,0,0,,,
quiz|clause_untangler.json|cu_013|choice_label|d|内容,quiz,clauseUntangler,clause_untangler.json,cu_013,choice_label,d,内容,,,,1,1,,,
quiz|clause_untangler.json|cu_013|choice_label|b|急ぎ,quiz,clauseUntangler,clause_untangler.json,cu_013,choice_label,b,急ぎ,,,,1,1,,,
quiz|clause_untangler.json|cu_013|choice_label|c|手紙,quiz,clauseUntangler,clause_untangler.json,cu_013,choice_label,c,手紙,,,,1,1,,,
quiz|clause_untangler.json|cu_013|explanation||メモ,quiz,clauseUntangler,clause_untangler.json,cu_013,explanation,,メモ,,,,0,0,,,
quiz|clause_untangler.json|cu_013|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_013,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_013|japanese||急いで書いたメモを見せてください,quiz,clauseUntangler,clause_untangler.json,cu_013,japanese,,急いで書いたメモを見せてください,,,,1,1,,,
quiz|clause_untangler.json|cu_013|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_013,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_013|prompt||急いで書いた,quiz,clauseUntangler,clause_untangler.json,cu_013,prompt,,急いで書いた,,,,1,1,,,
quiz|clause_untangler.json|cu_013|vocabulary_0||急いで書いたメモを見せてください,quiz,clauseUntangler,clause_untangler.json,cu_013,vocabulary_0,,急いで書いたメモを見せてください,,,,1,1,,,
quiz|clause_untangler.json|cu_014|choice_label|c|学生,quiz,clauseUntangler,clause_untangler.json,cu_014,choice_label,c,学生,がくせい,noun,student,1,0,,,
quiz|clause_untangler.json|cu_014|choice_label|d|教室,quiz,clauseUntangler,clause_untangler.json,cu_014,choice_label,d,教室,,,,1,1,,,
quiz|clause_untangler.json|cu_014|choice_label|a|明日,quiz,clauseUntangler,clause_untangler.json,cu_014,choice_label,a,明日,あした,noun,tomorrow,1,0,,,
quiz|clause_untangler.json|cu_014|choice_label|b|課題,quiz,clauseUntangler,clause_untangler.json,cu_014,choice_label,b,課題,,,,1,1,,,
quiz|clause_untangler.json|cu_014|explanation||修飾を受ける名詞は,quiz,clauseUntangler,clause_untangler.json,cu_014,explanation,,修飾を受ける名詞は,,,,1,1,,,
quiz|clause_untangler.json|cu_014|explanation||期限は節の内部,quiz,clauseUntangler,clause_untangler.json,cu_014,explanation,,期限は節の内部,,,,1,1,,,
quiz|clause_untangler.json|cu_014|explanation||課題,quiz,clauseUntangler,clause_untangler.json,cu_014,explanation,,課題,,,,1,1,,,
quiz|clause_untangler.json|cu_014|japanese||明日までに出す課題がまだ残っている,quiz,clauseUntangler,clause_untangler.json,cu_014,japanese,,明日までに出す課題がまだ残っている,,,,1,1,,,
quiz|clause_untangler.json|cu_014|prompt||は何を説明していますか,quiz,clauseUntangler,clause_untangler.json,cu_014,prompt,,は何を説明していますか,,,,1,1,,,
quiz|clause_untangler.json|cu_014|prompt||明日までに出す,quiz,clauseUntangler,clause_untangler.json,cu_014,prompt,,明日までに出す,,,,1,1,,,
